new_event_time,effect,se,p_value,ci_low,ci_high,n_control,n_treated,cohort_group
-6,2472715160584.93,,,,,97.91025641025641,468,2025-04 to 2025-10
-5,1442931041338.8213,,,,,196.23192019950125,802,2025-04 to 2025-10
-4,1442931041338.8516,,,,,196.23192019950125,802,2025-04 to 2025-10
-3,1442931041338.815,,,,,196.23192019950125,802,2025-04 to 2025-10
-2,1442931041338.8093,,,,,196.23192019950125,802,2025-04 to 2025-10
1,2472715160584.14,,,,,97.91025641025641,468,2025-04 to 2025-10
2,3463069559409.515,,,,,79.9451219512195,328,2025-04 to 2025-10
3,-8197015555871.685,,,,,52.20197044334975,203,2025-04 to 2025-10
4,-7080350608656.823,,,,,46.76978417266187,139,2025-04 to 2025-10
